ENSMUSG00000085473	ENSMUST00000141816	predicted gene, 16686 [Source:MGI Symbol;Acc:MGI:4439610]	88755195	88755590	Gm16686-201		Gm16686
ENSMUSG00000080964	ENSMUST00000119856	interferon alpha gene, pseudogene 1 [Source:MGI Symbol;Acc:MGI:107669]	88578887	88580574	Ifna-ps1-001		Ifna-ps1
ENSMUSG00000078480	ENSMUST00000121413	mitochondrial ribosomal protein L48 pseudogene [Source:MGI Symbol;Acc:MGI:3050089]	88599175	88599810	Mrpl48-ps-001		Mrpl48-ps
ENSMUSG00000073811	ENSMUST00000102806	interferon alpha 12 [Source:MGI Symbol;Acc:MGI:2676324]	88602580	88603376	Ifna12-001		Ifna12
ENSMUSG00000083958	ENSMUST00000118994	predicted gene 12601 [Source:MGI Symbol;Acc:MGI:3650053]	88612653	88614044	Gm12601-001		Gm12601
ENSMUSG00000038330	ENSMUST00000107143	expressed sequence C87499 [Source:MGI Symbol;Acc:MGI:2140706]	88627320	88634411	C87499-003		C87499
ENSMUSG00000038330	ENSMUST00000053304	expressed sequence C87499 [Source:MGI Symbol;Acc:MGI:2140706]	88627320	88634411	C87499-001		C87499
ENSMUSG00000038330	ENSMUST00000134155	expressed sequence C87499 [Source:MGI Symbol;Acc:MGI:2140706]	88627320	88634411	C87499-002		C87499
ENSMUSG00000038330	ENSMUST00000156062	expressed sequence C87499 [Source:MGI Symbol;Acc:MGI:2140706]	88627320	88634411	C87499-005		C87499
ENSMUSG00000038330	ENSMUST00000107142	expressed sequence C87499 [Source:MGI Symbol;Acc:MGI:2140706]	88627320	88634411	C87499-004		C87499
ENSMUSG00000063376	ENSMUST00000105149	interferon alpha 13 [Source:MGI Symbol;Acc:MGI:2667155]	88643641	88644459	Ifna13-001		Ifna13
ENSMUSG00000081784	ENSMUST00000120871	predicted gene 13281 [Source:MGI Symbol;Acc:MGI:3649513]	88648738	88649304	Gm13281-001		Gm13281
ENSMUSG00000092492	ENSMUST00000173049	RIKEN cDNA B230208B08 gene [Source:MGI Symbol;Acc:MGI:2442149]	78211955	78214177	B230208B08Rik-001		B230208B08Rik
ENSMUSG00000081890	ENSMUST00000122335	predicted gene 11243 [Source:MGI Symbol;Acc:MGI:3652116]	76793729	76794122	Gm11243-001		Gm11243
ENSMUSG00000080780	ENSMUST00000120572	predicted gene 11252 [Source:MGI Symbol;Acc:MGI:3651309]	76393154	76394092	Gm11252-001		Gm11252
ENSMUSG00000084090	ENSMUST00000119419	predicted gene 11245 [Source:MGI Symbol;Acc:MGI:3651884]	76837779	76838815	Gm11245-001		Gm11245
ENSMUSG00000083050	ENSMUST00000120103	predicted gene 11242 [Source:MGI Symbol;Acc:MGI:3652117]	76692143	76694599	Gm11242-001		Gm11242
ENSMUSG00000078355	ENSMUST00000105148	interferon alpha 16 [Source:MGI Symbol;Acc:MGI:3649260]	88675915	88676924	Ifna16-001		Ifna16
ENSMUSG00000078354	ENSMUST00000105147	interferon alpha 2 [Source:MGI Symbol;Acc:MGI:107666]	88682881	88683912	Ifna2-001		Ifna2
ENSMUSG00000100079	ENSMUST00000071378	interferon alpha B [Source:MGI Symbol;Acc:MGI:1097683]	88690302	88691359	Ifnab-001		Ifnab
ENSMUSG00000081893	ENSMUST00000119737	predicted gene 13273 [Source:MGI Symbol;Acc:MGI:3650885]	88696191	88696698	Gm13273-001		Gm13273
ENSMUSG00000084192	ENSMUST00000121577	predicted gene 13282 [Source:MGI Symbol;Acc:MGI:3649258]	88707909	88708453	Gm13282-001		Gm13282
ENSMUSG00000070923	ENSMUST00000094993	kelch-like 9 [Source:MGI Symbol;Acc:MGI:2180122]	88718292	88722465	Klhl9-001		Klhl9
ENSMUSG00000086074	ENSMUST00000123455	predicted gene 13274 [Source:MGI Symbol;Acc:MGI:3649443]	88738838	88744294	Gm13274-002		Gm13274
ENSMUSG00000086074	ENSMUST00000137624	predicted gene 13274 [Source:MGI Symbol;Acc:MGI:3649443]	88738838	88744294	Gm13274-001		Gm13274
ENSMUSG00000094618	ENSMUST00000094992	predicted gene 13271 [Source:MGI Symbol;Acc:MGI:3701966]	88754868	88755416	Gm13271-001		Gm13271
ENSMUSG00000081501	ENSMUST00000117750	predicted gene 13286 [Source:MGI Symbol;Acc:MGI:3650855]	88757844	88758380	Gm13286-001		Gm13286
ENSMUSG00000100505	ENSMUST00000191112	predicted gene 13283 [Source:MGI Symbol;Acc:MGI:3649573]	88760119	88761581	Gm13283-001		Gm13283
ENSMUSG00000082789	ENSMUST00000121020	predicted gene 13284 [Source:MGI Symbol;Acc:MGI:3701980]	88763709	88771606	Gm13284-001		Gm13284
ENSMUSG00000094271	ENSMUST00000177806	predicted gene 13290 [Source:MGI Symbol;Acc:MGI:3701990]	88773834	88774801	Gm13290-001		Gm13290
ENSMUSG00000096582	ENSMUST00000179158	predicted gene 13289 [Source:MGI Symbol;Acc:MGI:3701987]	88776922	88777470	Gm13289-001		Gm13289
ENSMUSG00000096591	ENSMUST00000179425	predicted gene 13272 [Source:MGI Symbol;Acc:MGI:3701968]	88779850	88780660	Gm13272-001		Gm13272
ENSMUSG00000096854	ENSMUST00000105144	interferon zeta [Source:MGI Symbol;Acc:MGI:2448469]	88782131	88783592	Ifnz-001		Ifnz
ENSMUSG00000099545	ENSMUST00000179372	predicted gene 13276 [Source:MGI Symbol;Acc:MGI:3701972]	88785709	88786257	Gm13276-001		Gm13276
ENSMUSG00000100234	ENSMUST00000178480	predicted gene 13277 [Source:MGI Symbol;Acc:MGI:3701974]	88788632	88789180	Gm13277-001		Gm13277
ENSMUSG00000101163	ENSMUST00000177771	predicted gene 13278 [Source:MGI Symbol;Acc:MGI:3701976]	88791550	88792098	Gm13278-001		Gm13278
ENSMUSG00000099518	ENSMUST00000178347	predicted gene 13275 [Source:MGI Symbol;Acc:MGI:3701970]	88794487	88795035	Gm13275-001		Gm13275
ENSMUSG00000099420	ENSMUST00000178602	predicted gene 13279 [Source:MGI Symbol;Acc:MGI:3701978]	88797397	88797945	Gm13279-001		Gm13279
ENSMUSG00000095101	ENSMUST00000179725	predicted gene 13285 [Source:MGI Symbol;Acc:MGI:3701981]	88799665	88801126	Gm13285-001		Gm13285
ENSMUSG00000094648	ENSMUST00000179490	predicted gene 13287 [Source:MGI Symbol;Acc:MGI:3701983]	88803254	88803802	Gm13287-001		Gm13287
ENSMUSG00000070908	ENSMUST00000094977	predicted gene 13288 [Source:MGI Symbol;Acc:MGI:3701985]	88805531	88808380	Gm13288-001		Gm13288
ENSMUSG00000100713	ENSMUST00000105143	interferon alpha 7 [Source:MGI Symbol;Acc:MGI:107661]	88816228	88816800	Ifna7-001		Ifna7
ENSMUSG00000100549	ENSMUST00000170428	interferon alpha 11 [Source:MGI Symbol;Acc:MGI:109210]	88819959	88820531	Ifna11-001		Ifna11
ENSMUSG00000101252	ENSMUST00000105146	interferon alpha 6 [Source:MGI Symbol;Acc:MGI:107662]	88827416	88827985	Ifna6-001		Ifna6
ENSMUSG00000096682	ENSMUST00000102804	interferon alpha 5 [Source:MGI Symbol;Acc:MGI:107663]	88835525	88836094	Ifna5-001		Ifna5
ENSMUSG00000070904	ENSMUST00000094973	interferon alpha 4 [Source:MGI Symbol;Acc:MGI:107664]	88841861	88842421	Ifna4-001		Ifna4
ENSMUSG00000095498	ENSMUST00000094972	interferon alpha 1 [Source:MGI Symbol;Acc:MGI:107668]	88850087	88850656	Ifna1-001		Ifna1
ENSMUSG00000045364	ENSMUST00000056014	interferon epsilon [Source:MGI Symbol;Acc:MGI:2667156]	88879538	88880201	Ifne-001	increased susceptibility to viral infection	Ifne
ENSMUSG00000045364	ENSMUST00000056014	interferon epsilon [Source:MGI Symbol;Acc:MGI:2667156]	88879538	88880201	Ifne-001	decreased NK cell number	Ifne
ENSMUSG00000045364	ENSMUST00000056014	interferon epsilon [Source:MGI Symbol;Acc:MGI:2667156]	88879538	88880201	Ifne-001	skin lesions	Ifne
ENSMUSG00000045364	ENSMUST00000056014	interferon epsilon [Source:MGI Symbol;Acc:MGI:2667156]	88879538	88880201	Ifne-001	increased susceptibility to bacterial infection	Ifne
ENSMUSG00000045364	ENSMUST00000056014	interferon epsilon [Source:MGI Symbol;Acc:MGI:2667156]	88879538	88880201	Ifne-001	defense response to bacterium	Ifne
ENSMUSG00000045364	ENSMUST00000056014	interferon epsilon [Source:MGI Symbol;Acc:MGI:2667156]	88879538	88880201	Ifne-001	defense response to virus	Ifne
ENSMUSG00000085183	ENSMUST00000146678	predicted gene 12603 [Source:MGI Symbol;Acc:MGI:3649757]	89050308	89084614	Gm12603-001		Gm12603
ENSMUSG00000085183	ENSMUST00000129601	predicted gene 12603 [Source:MGI Symbol;Acc:MGI:3649757]	89050308	89084614	Gm12603-002		Gm12603
ENSMUSG00000085569	ENSMUST00000154352	predicted gene 12602 [Source:MGI Symbol;Acc:MGI:3651757]	89100664	89128226	Gm12602-001		Gm12602
ENSMUSG00000085569	ENSMUST00000138655	predicted gene 12602 [Source:MGI Symbol;Acc:MGI:3651757]	89100664	89128226	Gm12602-002		Gm12602
ENSMUSG00000083989	ENSMUST00000120724	predicted gene 12607 [Source:MGI Symbol;Acc:MGI:3649224]	89161699	89162191	Gm12607-001		Gm12607
ENSMUSG00000062937	ENSMUST00000058030	methylthioadenosine phosphorylase [Source:MGI Symbol;Acc:MGI:1914152]	89137122	89181081	Mtap-001	embryonic lethality between somite formation and embryo turning complete penetrance	Mtap
ENSMUSG00000062937	ENSMUST00000058030	methylthioadenosine phosphorylase [Source:MGI Symbol;Acc:MGI:1914152]	89137122	89181081	Mtap-001	histone H3-K4 monomethylation	Mtap
ENSMUSG00000062937	ENSMUST00000204571	methylthioadenosine phosphorylase [Source:MGI Symbol;Acc:MGI:1914152]	89137122	89181081	Mtap-002	embryonic lethality between somite formation and embryo turning complete penetrance	Mtap
ENSMUSG00000062937	ENSMUST00000204571	methylthioadenosine phosphorylase [Source:MGI Symbol;Acc:MGI:1914152]	89137122	89181081	Mtap-002	histone H3-K4 monomethylation	Mtap
ENSMUSG00000107513	ENSMUST00000203590	TGFB-induced factor homeobox 2, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3649223]	89216864	89217816	Tgif2-ps1-001		Tgif2-ps1
ENSMUSG00000087659	ENSMUST00000129527	predicted gene 12606 [Source:MGI Symbol;Acc:MGI:3649222]	89235699	89273403	Gm12606-001		Gm12606
ENSMUSG00000087659	ENSMUST00000127174	predicted gene 12606 [Source:MGI Symbol;Acc:MGI:3649222]	89235699	89273403	Gm12606-002		Gm12606
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	cataract	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal lens morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	blindness	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal sperm number	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	testicular atrophy	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal retinal ganglion layer morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	microphthalmia	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased fibroblast proliferation	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased tumor incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal retinal photoreceptor morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased incidence of tumors by chemical induction	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal cell physiology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased carcinoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal lens morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased T cell derived lymphoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased fibrohistocytoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased lymphoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased incidence of tumors by ionizing radiation induction	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal retinal inner nuclear layer morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal retina morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	primary vitreous hyperplasia	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased fibrosarcoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	persistent hyperplastic primary vitreous	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal lens capsule morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	retinal detachment	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased sarcoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased gastrointestinal stromal tumor incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased histiocytic sarcoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased hemangiosarcoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased lung carcinoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	seizures	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased osteosarcoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased small lymphocytic lymphoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	hindlimb paralysis	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased brain tumor incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal skin physiology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	delayed cellular replicative senescence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal keratinocyte physiology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased squamous cell carcinoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal lens development	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased CD4-positive alpha beta T cell number	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased splenocyte proliferation	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased double-positive T cell number	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	decreased tumor incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	decreased incidence of tumors by chemical induction	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal iris morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	opacity of vitreous body	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	decreased survivor rate	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	persistence of hyaloid vascular system	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	cataract	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal retinal layer morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal retinal development	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	decreased susceptibility to bacterial infection	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal retinal pigmentation	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased susceptibility to bacterial infection	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased metastatic potential	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased tumor growth/size	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased papilloma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal posterior eye segment morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	premature death	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	thymus hyperplasia	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased CD8-positive alpha-beta T cell number	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	decreased testis weight	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal retinal neuronal layer morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	extramedullary hematopoiesis	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal cell cycle	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased cutaneous melanoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal spleen morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased B cell derived lymphoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased spleen white pulp amount	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal spleen red pulp morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal eye morphology	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal tumor incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased melanoma incidence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	increased thymus weight	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	premature aging	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	cellular senescence	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	epidermis development	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	abnormal glucose homeostasis	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	negative regulation of B cell proliferation	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	negative regulation of cell growth	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	negative regulation of immature T cell proliferation in thymus	Cdkn2a
ENSMUSG00000044303	ENSMUST00000060501	cyclin-dependent kinase inhibitor 2A [Source:MGI Symbol;Acc:MGI:104738]	89274471	89294653	Cdkn2a-001	negative regulation of mammary gland epithelial cell proliferation	Cdkn2a
